N,P,K,temperature,humidity,ph,rainfall,label
26,128,198,22.02,93.4,5.56,123.23,apple
9,145,197,23.31,91.12,5.58,121.87,apple
34,130,202,22.67,94.26,5.82,113.09,apple
19,129,204,21.5,90.75,6.08,116.44,apple
8,130,204,21.74,93.34,6.24,111.2,apple
38,138,200,22.71,93.46,6.09,121.97,apple
14,127,197,21.11,90.22,6.37,116.96,apple
26,135,203,22.44,94.35,5.86,123.17,apple
28,126,201,22.6,90.69,6.09,107.87,apple
2,144,201,23.63,93.38,5.86,112.82,apple
27,144,198,23.62,94.62,6.17,123.28,apple
16,144,202,21.13,94.53,5.98,111.51,apple
23,124,200,23.49,90.08,5.77,100.06,apple
17,138,203,23.84,93.04,5.75,123.1,apple
31,134,202,23.77,93.56,5.87,117.83,apple
2,130,199,21.5,90.12,5.63,116.37,apple
32,145,198,22.8,94.69,5.67,117.94,apple
30,122,204,23.44,90.17,5.59,101.23,apple
13,133,200,21.8,94.56,5.87,101.14,apple
12,133,199,21.82,90.66,6.32,124.9,apple
13,130,201,23.16,91.96,6.4,114.0,apple
18,136,205,23.38,90.2,5.83,111.76,apple
13,138,203,23.19,94.95,5.77,121.87,apple
31,129,202,21.31,93.95,6.03,107.31,apple
26,136,197,21.09,92.17,6.07,121.92,apple
37,133,203,22.32,93.73,5.7,109.28,apple
25,120,202,23.51,92.0,5.95,121.28,apple
31,127,198,23.04,92.82,5.66,107.75,apple
36,137,205,23.3,94.71,5.72,119.29,apple
1,137,200,22.04,94.31,6.35,100.56,apple
24,129,199,23.5,91.55,6.44,104.49,apple
27,137,198,21.97,94.17,6.26,108.23,apple
21,122,197,22.46,90.43,6.34,117.95,apple
38,137,204,22.66,93.0,6.48,116.05,apple
1,138,204,23.39,92.92,6.17,124.75,apple
4,137,198,22.92,93.04,5.65,105.17,apple
25,123,198,23.51,91.64,5.99,123.53,apple
9,18,11,28.88,94.51,7.83,115.53,orange
9,10,9,13.54,93.55,7.32,100.88,orange
33,15,9,26.7,92.15,6.88,101.31,orange
16,25,14,20.34,92.12,7.41,118.86,orange
11,19,13,25.24,90.55,7.26,103.73,orange
20,21,14,21.56,91.4,6.46,117.49,orange
7,19,7,29.33,92.37,6.7,107.22,orange
34,21,12,32.43,94.51,6.66,119.05,orange
1,18,14,16.87,91.37,6.61,112.25,orange
18,25,14,26.85,91.02,7.87,105.29,orange
6,12,11,12.84,90.69,6.6,105.63,orange
24,26,13,16.56,91.23,7.93,100.16,orange
35,14,14,18.56,92.2,7.41,111.75,orange
13,21,12,11.06,90.06,6.92,102.64,orange
27,14,9,14.94,92.74,6.23,100.46,orange
2,29,6,27.71,90.34,6.22,110.18,orange
19,29,14,29.49,93.01,6.91,107.12,orange
38,22,11,15.8,90.23,7.89,106.27,orange
18,12,13,10.69,94.17,6.28,117.73,orange
29,13,11,17.82,90.89,7.72,108.07,orange
16,13,9,31.79,91.82,7.9,118.93,orange
6,14,14,19.82,90.02,6.55,111.95,orange
32,13,6,33.05,93.76,7.18,115.38,orange
17,25,9,16.1,93.65,6.84,119.63,orange
14,28,14,16.05,93.99,6.87,118.35,orange
18,25,10,15.7,91.0,6.85,115.11,orange
24,24,8,22.04,90.22,7.64,119.8,orange
16,10,7,26.31,93.06,7.58,105.08,orange
31,24,8,23.64,90.74,6.91,117.62,orange
17,27,11,14.8,92.91,7.01,107.97,orange
5,18,6,12.47,92.08,6.61,118.51,orange
15,25,10,27.6,91.3,7.88,110.6,orange
33,17,6,26.84,90.04,6.95,103.86,orange
25,30,10,30.44,92.54,6.99,118.61,orange
36,26,8,23.63,91.12,6.89,109.68,orange
33,28,9,10.44,94.31,6.35,112.44,orange
1,18,15,12.52,92.12,6.61,118.1,orange
35,15,6,25.68,91.68,7.34,100.64,orange
5,24,7,31.44,90.29,6.43,119.97,orange
17,24,7,25.25,93.63,6.63,116.58,orange
24,18,11,24.42,90.83,6.81,106.87,orange
16,25,10,33.51,91.47,6.83,115.74,orange
22,21,6,19.96,91.35,8.0,106.17,orange
35,24,8,23.59,94.2,7.77,103.21,orange
14,17,5,24.96,94.27,6.76,114.8,orange
25,18,6,27.73,94.27,7.37,100.36,orange
9,11,11,28.91,90.55,7.68,111.11,orange
28,29,6,32.53,90.63,6.79,117.03,orange
36,20,11,27.7,94.16,6.24,116.2,orange
19,19,9,22.73,94.73,7.1,119.06,orange
7,24,13,26.98,93.03,7.13,117.22,orange
33,12,13,20.35,91.27,7.74,108.64,orange
32,15,5,22.39,90.5,7.51,105.52,orange
18,12,8,29.54,90.76,7.29,118.35,orange
27,26,6,16.27,94.47,7.43,112.79,orange
27,18,5,29.61,93.39,6.95,118.0,orange
13,16,14,29.92,92.57,6.26,104.3,orange
26,18,13,33.75,94.03,6.76,115.77,orange
14,13,5,19.64,94.52,6.48,104.13,orange
39,11,13,18.03,90.19,7.84,102.79,orange
22,15,6,11.25,90.58,6.14,115.21,orange
19,17,9,33.22,94.55,7.43,117.69,orange
13,18,11,25.59,92.41,6.8,119.72,orange
33,19,12,16.74,90.5,6.7,108.06,orange
1,26,9,24.51,90.37,6.35,117.79,orange
24,29,15,19.3,91.49,7.72,119.97,orange
25,26,13,18.88,92.87,7.67,113.76,orange
1,17,6,15.82,94.53,6.07,104.4,orange
12,22,10,15.46,90.82,6.47,110.05,orange
11,29,10,11.47,93.65,6.66,113.07,orange
11,21,13,33.2,91.31,6.67,109.29,orange
37,28,6,13.3,92.48,6.21,106.91,orange
6,23,14,34.92,91.88,7.2,117.13,orange
5,24,9,15.15,92.01,6.15,113.91,orange
10,16,6,31.62,92.47,7.14,111.39,orange
16,14,12,13.18,90.52,7.42,104.18,orange
12,20,9,27.71,93.12,7.29,114.28,orange
12,16,9,17.69,94.92,7.63,103.29,orange
0,11,7,12.86,92.67,7.72,114.74,orange
9,18,10,30.26,94.2,7.82,110.18,orange
28,12,11,16.22,92.16,7.27,105.14,orange
2,10,5,10.21,90.55,6.48,104.42,orange
39,16,6,23.64,94.29,7.36,105.92,orange
22,24,12,26.66,94.35,7.74,111.58,orange
17,23,13,10.14,94.96,6.37,109.4,orange
35,15,10,13.31,91.98,6.35,107.27,orange
15,30,15,12.87,93.63,6.1,100.6,orange
4,29,14,14.85,90.81,6.48,110.31,orange
23,14,13,17.74,94.61,7.31,108.73,orange
32,26,8,18.49,94.68,6.33,100.84,orange
18,26,13,32.99,92.67,6.2,111.77,orange
31,12,7,10.31,92.97,7.77,113.41,orange
39,11,14,30.35,91.57,7.95,105.76,orange
36,28,13,24.09,90.6,7.06,107.14,orange
32,25,14,10.37,94.05,7.88,115.79,orange
5,12,5,25.72,93.15,7.97,107.96,orange
13,22,13,33.42,94.02,6.85,112.7,orange
34,20,7,14.24,90.0,7.44,102.22,orange
10,16,11,19.95,93.37,6.11,102.48,orange
20,17,8,11.68,94.48,7.38,102.43,orange
37,69,52,37.59,93.51,6.88,203.79,papaya
47,56,45,43.19,93.02,6.6,233.12,papaya
58,70,54,43.98,91.22,6.92,212.84,papaya
41,47,55,36.26,94.35,6.5,44.42,papaya
47,51,52,39.22,90.39,6.58,121.49,papaya
40,65,49,34.03,92.42,6.55,67.08,papaya
41,66,54,42.09,91.67,6.64,155.32,papaya
53,70,46,33.54,93.47,6.92,217.73,papaya
52,69,50,43.05,94.84,6.92,105.05,papaya
40,59,50,42.66,90.5,6.63,197.88,papaya
37,53,49,39.85,90.79,6.93,133.98,papaya
58,57,48,34.56,90.02,6.77,62.5,papaya
45,60,48,34.93,93.87,6.97,61.09,papaya
39,69,45,43.75,90.02,6.94,104.54,papaya
58,53,52,33.88,91.21,6.89,151.02,papaya
58,56,54,37.94,94.9,6.98,109.12,papaya
57,66,47,39.87,90.36,6.92,76.65,papaya
37,55,51,42.4,94.87,6.72,52.69,papaya
54,59,49,36.4,92.51,6.67,198.97,papaya
49,67,50,35.62,94.26,6.78,83.44,papaya
51,54,53,37.99,93.63,6.55,123.17,papaya
60,65,47,36.06,91.65,6.83,198.97,papaya
54,58,53,37.81,90.62,6.78,239.98,papaya
55,59,51,43.24,92.14,6.67,245.22,papaya
57,53,50,37.57,90.75,6.98,124.91,papaya
57,50,50,33.26,93.82,6.79,171.37,papaya
36,50,46,36.18,93.14,6.78,168.55,papaya
49,52,47,34.51,94.25,6.81,79.17,papaya
39,67,52,40.25,92.03,6.63,245.68,papaya
55,53,53,41.35,91.49,6.71,79.05,papaya
38,63,48,42.02,94.98,6.54,139.34,papaya
55,65,53,36.84,92.27,6.8,244.53,papaya
43,68,48,43.88,93.35,6.73,168.81,papaya
42,52,46,34.25,91.74,6.88,167.67,papaya
38,66,51,43.57,93.35,6.59,139.49,papaya
51,46,45,34.42,91.26,6.71,142.36,papaya
38,62,51,36.24,90.07,6.54,122.26,papaya
39,54,51,39.02,91.16,6.67,168.95,papaya
57,64,51,36.99,91.83,6.94,48.24,papaya
60,62,52,33.42,93.03,6.74,62.21,papaya
42,67,50,37.55,90.36,6.86,187.6,papaya
50,58,49,39.53,91.17,6.97,163.65,papaya
43,56,53,34.78,91.46,6.84,106.25,papaya
55,48,53,33.75,90.06,6.95,162.08,papaya
44,51,51,38.6,94.96,6.99,173.36,papaya
46,57,52,34.12,91.64,6.54,55.41,papaya
40,57,53,38.34,91.68,6.54,155.56,papaya
42,60,55,34.22,91.06,6.74,243.41,papaya
54,67,48,43.91,90.51,6.53,219.68,papaya
58,47,46,33.36,90.52,6.6,243.72,papaya
52,64,53,38.89,93.99,6.8,106.05,papaya
49,58,53,43.8,92.06,6.88,60.95,papaya
54,54,45,37.0,93.05,6.56,234.05,papaya
37,68,52,36.63,91.95,6.87,166.31,papaya
52,55,50,43.89,91.07,6.71,101.28,papaya
54,64,48,33.9,90.06,6.71,126.17,papaya
60,57,48,42.8,92.46,6.8,60.09,papaya
45,69,51,36.79,93.13,6.96,97.54,papaya
48,69,47,40.92,93.07,6.84,113.76,papaya
43,62,47,37.62,90.94,6.5,243.71,papaya
46,69,46,39.46,91.0,6.9,204.58,papaya
38,68,47,39.74,94.93,6.94,240.88,papaya
44,48,47,38.51,93.97,6.58,178.54,papaya
43,54,52,38.14,94.06,6.58,205.89,papaya
37,50,52,42.4,91.26,6.66,152.8,papaya
40,65,53,34.6,92.32,6.89,110.84,papaya
51,46,51,34.68,94.15,6.68,99.13,papaya
56,46,49,37.07,91.42,6.96,197.69,papaya
37,63,50,42.91,91.56,6.79,145.16,papaya
47,56,47,41.31,92.26,6.98,94.77,papaya
52,69,52,42.58,94.14,6.68,166.03,papaya
39,58,47,41.18,92.64,6.71,96.45,papaya
60,47,45,35.39,94.86,6.99,177.53,papaya
57,50,55,34.57,90.51,6.56,160.36,papaya
55,54,55,37.78,90.75,6.73,182.6,papaya
56,56,51,35.94,93.23,6.99,50.3,papaya
57,59,48,43.5,92.42,6.67,78.11,papaya
41,66,51,43.05,91.16,6.56,41.28,papaya
48,70,52,36.39,94.38,6.89,43.24,papaya
55,53,46,35.49,92.34,6.71,100.67,papaya
39,64,55,41.56,91.48,6.62,85.71,papaya
38,59,51,40.76,93.4,6.65,109.37,papaya
52,54,47,37.12,91.36,6.54,214.33,papaya
56,50,46,41.13,91.06,6.7,53.47,papaya
41,65,53,35.28,91.68,6.57,55.58,papaya
60,61,50,41.42,94.2,6.9,43.47,papaya
40,61,49,43.81,93.33,6.98,82.3,papaya
57,53,55,34.73,92.58,6.9,130.85,papaya
47,70,49,39.64,90.27,6.92,176.12,papaya
45,45,51,33.14,90.01,6.81,79.69,papaya
40,61,46,36.45,90.75,6.79,178.97,papaya
53,51,46,33.87,92.13,6.97,85.72,papaya
41,48,51,40.48,93.21,6.93,142.15,papaya
38,52,52,39.74,92.66,6.84,173.85,papaya
57,60,53,35.74,93.39,6.95,121.0,papaya
54,63,46,39.4,90.65,6.98,210.4,papaya
38,48,51,36.79,90.17,6.77,121.45,papaya
38,65,54,41.32,94.11,6.61,95.35,papaya
40,64,54,40.89,94.41,6.82,121.41,papaya
46,47,45,40.65,92.19,6.78,157.11,papaya
22,17,30,26.17,97.39,5.95,184.33,coconut
37,27,34,25.81,90.31,5.76,155.08,coconut
38,21,26,25.41,91.4,6.13,196.19,coconut
36,29,27,25.93,92.16,5.86,212.32,coconut
29,23,30,25.09,90.58,6.04,194.69,coconut
20,23,33,26.24,96.72,5.9,191.05,coconut
34,30,28,26.23,91.49,5.7,192.41,coconut
38,15,27,25.86,94.1,5.79,151.02,coconut
33,5,30,27.38,92.4,6.1,190.2,coconut
31,16,28,27.51,96.83,5.82,139.27,coconut
17,7,31,25.15,93.03,6.25,156.49,coconut
34,24,27,27.19,96.73,5.9,148.94,coconut
28,28,31,25.52,96.14,5.93,183.24,coconut
33,18,33,27.17,95.54,5.65,205.24,coconut
38,8,30,25.78,96.79,6.22,142.68,coconut
37,10,33,26.37,92.95,5.66,145.09,coconut
32,19,26,25.34,90.65,6.24,194.07,coconut
16,19,26,27.71,98.16,6.2,213.36,coconut
35,26,31,25.92,91.96,5.83,186.56,coconut
19,11,30,25.7,95.3,6.42,197.33,coconut
32,20,30,25.56,98.05,5.75,138.22,coconut
34,9,29,25.08,91.23,5.67,134.9,coconut
31,26,29,27.62,91.92,5.83,143.57,coconut
31,15,31,27.29,94.91,6.13,214.17,coconut
22,14,32,26.83,91.61,5.88,172.11,coconut
25,9,34,27.29,94.33,6.18,210.76,coconut
18,11,30,27.4,90.33,6.48,170.94,coconut
24,12,27,27.37,98.6,5.91,215.72,coconut
36,17,32,26.3,95.03,5.56,192.66,coconut
16,25,33,25.71,92.91,5.98,183.7,coconut
22,20,28,25.17,90.02,5.6,201.3,coconut
39,16,30,25.44,94.96,5.64,185.01,coconut
38,10,33,25.07,93.38,5.61,161.72,coconut
19,14,29,25.9,95.91,6.42,166.05,coconut
20,12,34,26.71,94.1,5.65,170.48,coconut
22,29,34,25.25,94.65,5.73,166.97,coconut
37,18,28,25.62,97.2,6.12,172.13,coconut
20,13,35,26.56,93.61,6.02,200.11,coconut
24,9,31,27.0,96.41,6.38,163.41,coconut
17,29,29,26.87,96.0,6.05,148.47,coconut
34,25,31,26.47,91.03,5.58,160.56,coconut
23,29,33,26.98,94.66,5.67,218.06,coconut
24,8,30,27.62,97.99,5.51,209.77,coconut
22,6,33,27.59,95.37,6.07,203.18,coconut
35,27,31,27.9,98.97,5.62,206.46,coconut
27,15,31,25.17,94.56,6.37,149.21,coconut
26,28,29,26.08,93.96,6.02,186.88,coconut
35,16,33,26.6,93.05,6.16,194.6,coconut
29,6,27,25.86,92.54,6.17,131.65,coconut
34,12,28,26.58,91.94,6.38,137.68,coconut
26,26,31,25.88,93.79,6.21,217.59,coconut
37,14,35,25.01,90.25,6.32,147.95,coconut
17,11,29,27.19,95.62,5.74,175.29,coconut
38,25,28,27.95,96.38,5.56,133.16,coconut
19,23,27,26.53,90.84,6.42,160.96,coconut
38,29,25,26.39,90.22,6.41,176.66,coconut
17,8,29,27.82,96.24,6.37,162.98,coconut
16,29,25,27.84,93.32,5.51,192.02,coconut
40,29,27,25.54,95.09,6.14,196.55,coconut
20,29,31,27.54,94.86,5.91,217.95,coconut
30,27,35,27.03,94.94,5.5,133.6,coconut
20,10,28,25.91,93.24,5.92,138.9,coconut
16,22,30,26.33,95.71,6.33,168.49,coconut
31,29,33,26.28,95.8,5.68,180.45,coconut
40,18,34,26.22,98.99,6.08,133.8,coconut
30,12,25,27.46,92.48,6.3,155.94,coconut
20,29,29,26.8,95.49,6.06,212.32,coconut
32,15,34,25.54,94.9,6.45,186.29,coconut
35,21,33,27.83,92.46,5.67,173.56,coconut
33,11,25,26.03,98.72,6.19,166.12,coconut
20,14,27,25.32,98.16,6.5,144.77,coconut
16,13,30,25.61,92.71,5.7,199.68,coconut
33,21,29,27.73,98.73,5.67,150.07,coconut
28,7,29,26.75,94.7,5.83,178.82,coconut
39,10,32,25.13,90.6,6.05,139.44,coconut
16,9,31,27.11,91.82,6.17,146.42,coconut
30,15,32,27.99,98.44,5.5,209.69,coconut
17,29,28,26.15,90.82,5.61,195.41,coconut
39,20,32,27.29,92.37,5.55,130.17,coconut
24,11,26,25.54,91.12,6.41,142.62,coconut
28,20,30,25.3,92.87,5.55,165.61,coconut
20,19,32,26.6,93.91,5.89,205.75,coconut
20,23,33,26.26,92.68,5.97,138.39,coconut
16,8,27,26.51,97.64,5.74,214.16,coconut
39,29,33,26.09,90.65,6.07,180.28,coconut
36,30,30,26.04,91.67,5.5,175.82,coconut
29,26,30,27.75,95.65,6.34,143.35,coconut
36,22,27,25.57,98.34,5.53,171.63,coconut
23,22,33,26.08,93.84,6.48,200.55,coconut
37,16,27,26.24,96.44,5.61,154.34,coconut
16,16,33,25.07,96.08,6.43,151.32,coconut
32,29,35,25.7,90.9,5.65,193.18,coconut
33,22,28,25.51,95.23,5.98,195.6,coconut
26,13,28,25.63,92.39,5.59,161.22,coconut
16,10,32,25.98,96.01,6.22,182.31,coconut
39,6,32,27.88,97.76,5.67,159.41,coconut
19,20,32,25.95,94.86,6.19,167.92,coconut
36,24,26,26.86,92.12,6.06,216.12,coconut
37,15,28,25.7,94.79,5.61,179.43,coconut
15,13,27,27.91,96.55,5.85,138.36,coconut
121,40,20,25.34,81.16,7.19,76.23,cotton
137,58,20,23.22,79.6,6.21,79.09,cotton
120,38,17,23.92,83.88,7.05,80.45,cotton
114,49,19,24.64,75.51,6.89,68.88,cotton
113,59,17,23.24,80.1,7.7,72.5,cotton
130,56,18,23.57,78.57,7.63,61.33,cotton
112,52,21,23.75,80.4,6.23,72.92,cotton
120,58,18,25.47,81.44,5.84,81.74,cotton
101,60,24,23.19,77.57,6.64,70.69,cotton
115,43,21,22.66,83.46,7.59,74.29,cotton
134,41,15,24.48,79.58,7.05,86.98,cotton
139,51,23,22.34,76.61,7.41,72.94,cotton
118,43,21,22.74,81.27,6.18,61.91,cotton
113,41,24,22.22,76.77,7.01,74.43,cotton
102,35,25,24.64,78.65,6.83,68.0,cotton
114,51,24,22.74,83.4,6.07,66.45,cotton
101,39,24,23.84,75.78,7.91,86.37,cotton
130,58,17,25.35,81.9,7.71,83.91,cotton
114,54,18,23.31,76.08,7.86,68.73,cotton
121,45,25,23.34,82.79,7.68,73.07,cotton
115,54,24,25.02,77.27,7.75,71.63,cotton
123,56,17,25.14,80.96,7.77,65.16,cotton
117,56,15,22.45,84.91,6.42,89.27,cotton
107,44,23,24.63,80.81,6.97,85.3,cotton
109,46,17,24.38,77.51,6.53,74.14,cotton
101,37,22,23.72,83.65,7.33,60.24,cotton
125,37,23,25.97,80.31,7.3,67.12,cotton
118,56,17,23.06,79.45,7.37,71.28,cotton
137,37,19,24.84,77.26,7.24,64.93,cotton
102,38,24,24.21,82.96,6.53,77.78,cotton
120,59,22,24.92,75.46,7.01,74.01,cotton
137,41,18,23.65,77.43,6.08,85.72,cotton
122,57,23,23.13,80.48,5.98,87.46,cotton
116,45,18,23.84,77.52,6.62,84.0,cotton
133,43,20,25.5,75.53,7.76,66.58,cotton
127,50,21,25.44,76.02,6.56,76.15,cotton
132,40,23,23.6,76.89,7.47,62.73,cotton
121,37,19,24.4,80.56,6.69,72.87,cotton
109,46,25,25.4,76.45,5.87,88.01,cotton
121,48,23,23.26,79.82,7.93,80.16,cotton
106,38,17,25.07,77.95,5.85,88.33,cotton
107,35,17,22.94,79.22,7.82,86.38,cotton
118,45,21,22.97,75.52,7.87,65.6,cotton
108,47,20,22.07,76.48,6.63,80.51,cotton
109,46,21,25.55,78.26,6.09,74.68,cotton
130,38,19,22.07,75.34,6.86,68.95,cotton
134,50,20,23.63,79.97,5.89,86.78,cotton
140,40,16,22.57,81.61,7.26,85.44,cotton
130,46,21,24.75,80.13,6.85,79.35,cotton
122,51,21,24.88,81.43,6.94,80.45,cotton
118,41,15,24.24,80.91,7.94,70.84,cotton
116,40,16,25.09,77.5,7.14,80.63,cotton
119,57,19,23.14,83.96,7.7,64.92,cotton
101,37,18,25.89,80.59,6.62,86.66,cotton
118,43,24,25.4,83.44,6.93,83.68,cotton
107,49,25,23.16,82.94,6.88,61.19,cotton
131,39,21,22.34,84.47,6.44,66.79,cotton
105,59,22,24.97,79.99,6.84,63.3,cotton
122,41,25,25.19,79.13,6.13,83.56,cotton
105,40,17,24.23,82.87,6.49,62.54,cotton
119,54,17,22.88,84.47,7.9,89.71,cotton
132,40,17,23.36,78.18,7.9,83.67,cotton
129,40,24,25.31,76.64,7.72,68.17,cotton
103,51,22,22.38,78.19,7.98,80.35,cotton
129,40,16,23.11,77.49,6.32,65.78,cotton
123,43,23,22.74,79.65,5.83,74.45,cotton
102,59,23,23.96,75.87,7.1,82.76,cotton
108,49,23,25.07,83.03,7.73,88.13,cotton
116,49,23,24.79,84.96,5.83,70.65,cotton
111,42,17,24.84,75.85,7.43,80.8,cotton
110,41,21,25.05,83.76,7.67,88.95,cotton
123,58,23,25.58,75.12,7.92,74.21,cotton
132,38,19,23.09,77.92,6.07,84.17,cotton
100,43,17,24.36,77.54,6.37,74.65,cotton
126,38,17,22.99,84.74,6.67,77.97,cotton
110,47,16,22.14,79.69,6.68,64.11,cotton
128,60,19,24.5,84.63,7.63,73.91,cotton
129,38,20,23.12,76.61,6.74,63.93,cotton
128,46,20,22.59,76.4,7.08,89.55,cotton
104,42,24,22.29,83.76,6.95,72.25,cotton
112,42,18,25.54,82.24,7.27,83.96,cotton
110,50,20,25.13,78.09,7.21,86.47,cotton
116,37,20,23.38,81.72,7.89,74.57,cotton
119,51,16,23.01,84.19,7.27,60.4,cotton
108,52,23,25.36,77.92,7.85,76.59,cotton
128,50,16,25.85,76.23,6.36,84.41,cotton
125,56,20,23.51,84.22,5.88,85.68,cotton
109,56,16,24.32,83.88,6.84,82.4,cotton
132,53,24,23.79,76.73,5.91,67.39,cotton
106,49,17,22.16,75.36,7.63,77.74,cotton
114,57,16,25.92,81.16,6.2,80.37,cotton
131,46,24,22.6,77.79,6.01,66.33,cotton
110,58,16,23.71,80.32,7.78,89.93,cotton
130,59,23,25.85,82.07,5.98,72.06,cotton
126,44,18,24.31,84.34,5.88,83.08,cotton
129,59,24,25.05,80.2,6.25,76.36,cotton
131,57,23,22.78,81.0,6.53,60.28,cotton
108,38,23,23.03,77.85,7.91,71.37,cotton
100,42,16,22.41,75.77,7.11,65.68,cotton
114,57,19,25.66,79.98,6.68,82.51,cotton
62,37,42,24.46,85.81,7.37,147.48,jute
78,48,45,25.49,88.23,6.38,164.76,jute
68,40,44,23.06,89.31,6.22,166.87,jute
68,44,37,24.76,76.96,6.99,130.7,jute
62,37,39,25.44,87.76,6.37,155.85,jute
83,42,39,24.57,72.7,6.04,136.88,jute
79,37,37,24.01,71.56,6.29,171.01,jute
61,51,39,25.02,81.77,6.34,168.12,jute
75,56,39,25.95,85.41,7.45,153.14,jute
74,54,44,25.89,76.49,7.2,139.48,jute
76,39,38,25.79,72.92,6.95,156.68,jute
64,43,41,23.56,86.01,7.46,139.66,jute
66,46,42,23.84,70.4,6.81,173.05,jute
72,46,45,25.08,84.38,6.84,173.86,jute
81,57,42,25.21,75.81,6.46,165.23,jute
69,49,37,25.45,72.21,7.24,157.12,jute
66,49,38,23.97,77.03,6.09,174.37,jute
61,52,39,24.94,77.12,7.01,162.82,jute
81,38,42,23.84,70.58,6.62,149.51,jute
74,53,38,23.95,71.21,7.03,155.55,jute
70,53,40,24.41,80.23,6.95,159.7,jute
69,39,37,24.92,87.46,6.61,137.63,jute
83,56,44,24.82,87.21,6.02,134.83,jute
63,53,36,24.49,79.45,6.47,169.17,jute
65,44,43,23.09,83.46,7.22,171.95,jute
86,43,41,23.23,75.16,6.14,144.18,jute
86,44,41,24.3,79.18,7.45,143.33,jute
79,46,36,24.47,86.27,6.15,133.13,jute
65,54,42,24.7,79.36,7.33,164.5,jute
84,55,41,24.37,87.29,7.39,131.07,jute
62,59,38,25.62,77.78,6.18,133.62,jute
65,41,40,25.1,89.73,6.66,153.32,jute
76,48,40,23.03,70.03,6.15,134.57,jute
81,40,44,25.79,89.52,7.41,142.23,jute
75,39,43,25.67,87.03,6.65,164.14,jute
63,36,43,24.28,89.91,6.15,168.5,jute
74,56,43,25.75,75.96,7.42,136.83,jute
62,46,43,24.42,86.59,7.09,139.42,jute
88,37,44,23.91,80.0,6.63,137.73,jute
71,40,37,23.56,79.78,7.2,155.6,jute
87,51,42,25.0,78.99,7.03,133.14,jute
86,54,37,25.3,70.25,6.33,132.93,jute
83,54,43,23.01,80.02,7.06,136.99,jute
79,37,37,24.43,83.07,6.22,138.34,jute
66,41,37,24.19,83.08,6.66,164.92,jute
82,38,35,25.63,71.6,6.22,131.0,jute
79,50,45,25.66,78.22,6.56,143.36,jute
65,38,36,23.34,74.81,6.46,173.27,jute
77,60,39,24.37,76.49,6.27,136.44,jute
88,60,35,23.45,78.47,6.28,146.37,jute
64,46,38,24.06,71.89,6.64,174.25,jute
70,57,43,25.86,85.8,6.99,168.55,jute
62,47,45,25.31,89.24,7.17,169.37,jute
81,54,40,25.77,86.5,7.27,160.29,jute
69,36,44,24.76,75.96,6.22,167.33,jute
85,55,41,24.1,76.08,6.01,167.51,jute
63,51,40,24.58,88.53,6.05,164.8,jute
62,36,39,23.19,85.78,6.79,131.31,jute
61,50,43,24.31,81.09,7.2,157.47,jute
67,50,41,25.2,82.42,7.45,138.88,jute
89,48,42,23.3,77.61,7.15,161.81,jute
61,49,36,25.99,87.95,6.03,168.64,jute
88,44,42,24.33,83.1,6.51,144.52,jute
73,39,43,24.05,78.0,7.34,152.35,jute
76,59,44,23.51,79.46,7.46,146.76,jute
71,40,36,25.22,85.4,7.45,164.8,jute
67,36,45,24.02,76.24,7.36,156.33,jute
66,57,45,23.26,87.25,6.59,153.58,jute
87,59,38,23.64,71.61,6.84,130.61,jute
72,37,39,23.12,86.7,6.31,144.77,jute
86,54,37,23.22,84.31,6.59,164.47,jute
73,44,40,25.25,88.04,6.07,153.59,jute
61,47,44,24.08,88.65,6.95,172.04,jute
83,38,37,24.18,73.4,6.74,151.21,jute
89,46,43,25.83,87.54,6.31,152.32,jute
70,45,39,25.48,79.04,6.79,174.21,jute
62,47,43,23.45,82.23,6.36,169.03,jute
70,43,41,23.55,75.7,6.62,145.91,jute
76,50,41,24.96,76.15,6.19,164.24,jute
86,41,39,24.5,80.67,6.99,131.87,jute
82,37,40,25.48,79.02,6.22,174.33,jute
87,54,39,23.55,88.83,6.8,168.36,jute
70,43,45,24.57,72.81,6.33,151.69,jute
61,47,39,25.34,77.1,7.47,138.13,jute
78,37,42,25.98,86.38,6.83,151.81,jute
85,58,45,24.19,89.82,6.23,141.41,jute
63,42,43,25.56,85.58,6.95,153.13,jute
81,45,43,25.03,83.96,6.8,169.84,jute
68,45,43,24.48,87.78,6.52,146.62,jute
87,47,40,24.0,75.53,6.98,135.39,jute
86,54,37,25.08,82.05,6.28,142.29,jute
72,52,41,24.6,85.37,7.14,157.8,jute
84,43,44,24.84,86.45,6.82,139.83,jute
76,44,42,24.43,86.72,7.02,160.8,jute
67,60,43,25.37,76.6,6.8,136.17,jute
76,39,41,24.95,77.8,6.75,169.4,jute
63,55,37,23.11,73.71,7.15,148.23,jute
86,48,35,25.15,72.2,7.18,137.56,jute
70,54,45,24.11,86.59,6.29,166.32,jute
80,40,38,23.4,77.66,6.31,158.98,jute
120,15,30,25.87,68.28,6.76,155.78,coffee
99,22,26,25.04,51.05,6.83,138.05,coffee
101,18,34,27.47,53.8,6.52,161.01,coffee
84,24,28,27.58,67.05,6.87,154.03,coffee
117,38,35,23.63,53.21,7.02,155.61,coffee
81,17,34,27.34,57.15,7.34,159.53,coffee
112,26,26,25.17,59.15,6.83,122.92,coffee
120,21,27,25.63,60.74,6.66,172.89,coffee
101,30,32,23.13,61.41,7.33,116.3,coffee
